generation,best_fitness,avg_fitness
67,3.4561822328903133,6.770413395837685
68,3.4561822328903133,6.817243247081353
69,3.4561822328903133,6.7057648040278135
70,3.4561822328903133,6.851235601702565
71,3.4561822328903133,6.631560450072715
72,3.4561822328903133,6.700257245065995
73,3.4561822328903133,6.687990253908733
74,3.4561822328903133,6.878130812479133
75,3.4561822328903133,6.821710242719581
76,3.4561822328903133,6.774186074613556
77,3.4561822328903133,6.624618198861044
78,3.4561822328903133,6.852829926913274
79,3.4561822328903133,6.917974449311021
80,3.4561822328903133,6.586878820421663
81,3.4561822328903133,6.609793063783262
82,3.4561822328903133,6.775848721203992
83,3.4561822328903133,6.642884934540311
84,3.4561822328903133,6.77430787919339
85,3.4561822328903133,6.689808856407057
86,3.4561822328903133,6.615975843240522
87,3.4561822328903133,6.587911723342678
88,3.4561822328903133,6.856888434696303
89,3.4561822328903133,6.746224710257884
90,3.4561822328903133,6.7976491297146495
91,3.4561822328903133,6.498492398463751
92,3.4561822328903133,6.807771624538974
93,3.4561822328903133,6.690418920129896
94,3.4561822328903133,6.8650364739849286
95,3.4561822328903133,6.705576156619576
96,3.4561822328903133,6.972313970685031
97,3.4561822328903133,6.428809750763745
98,3.4561822328903133,6.642780825052658
99,3.4561822328903133,6.825732009883715
100,3.4561822328903133,6.649535648034649
101,3.4561822328903133,6.604381527186723
102,3.4561822328903133,6.587440745541734
103,3.4561822328903133,6.621197165732842
104,3.4561822328903133,6.678923668668151
105,3.4561822328903133,6.713612829756911
106,3.4561822328903133,6.72383214051334
107,3.4561822328903133,6.4718621135974335
108,3.4561822328903133,6.890237364000237
109,3.4561822328903133,6.591401431841341
110,3.4561822328903133,6.432745879767756
111,3.4561822328903133,6.708191292793605
112,3.4561822328903133,6.61104538643784
113,3.4561822328903133,6.7700825628240064
114,3.4561822328903133,6.6791523113977345
115,3.4561822328903133,6.8616925889803975
116,3.4561822328903133,6.600895791408134
117,3.4561822328903133,6.769195094199391
118,3.4561822328903133,6.853021182670858
119,3.4561822328903133,6.799584601253434
120,3.4561822328903133,6.607384428469937
121,3.4561822328903133,6.921292292863497
122,3.4561822328903133,6.919572442115918
123,3.4561822328903133,6.887641555158283
124,3.4561822328903133,6.507355780559149
125,3.4561822328903133,6.737292093414757
126,3.4561822328903133,7.003449980861339
127,3.4561822328903133,7.014594933418501
128,3.4561822328903133,6.758566828979331
129,3.4561822328903133,6.829259328692723
130,3.4561822328903133,6.717900213315727
131,3.4561822328903133,6.7530568076785515
132,3.4561822328903133,6.827096061933009
133,3.4561822328903133,6.712273434654252
134,3.4561822328903133,6.914678265217348
135,3.4561822328903133,6.903728782670297
136,3.4561822328903133,6.779509815331553
137,3.4561822328903133,6.960958005639701
138,3.4561822328903133,6.824131651872594
139,3.4561822328903133,6.619243999134276
140,3.4561822328903133,6.756912195322098
141,3.4561822328903133,6.7375124525755306
142,3.4561822328903133,6.63891414004245
143,3.4561822328903133,6.769536970596409
144,3.4561822328903133,6.8480594643084665
145,3.4561822328903133,6.936375766509983
146,3.4561822328903133,6.644646613751243
147,3.4561822328903133,6.849005707668624
148,3.4561822328903133,6.7325721537713825
149,3.4561822328903133,6.844594469240539
150,3.4561822328903133,6.7636824019922575
151,3.4561822328903133,6.6974600815213865
152,3.4561822328903133,6.868985773792017
153,3.4561822328903133,6.562874932684692
154,3.4561822328903133,6.614461667650836
155,3.4561822328903133,6.799101337373032
156,3.4561822328903133,6.664655154139667
157,3.4561822328903133,6.981681647513788
158,3.4561822328903133,6.910830678491083
159,3.4561822328903133,6.577694988363657
160,3.4561822328903133,6.902398364672364
161,3.4561822328903133,6.6039496502622095
162,3.4561822328903133,6.911975946141206
163,3.4561822328903133,6.746687727334653
164,3.4561822328903133,6.721388784976941
165,3.4561822328903133,6.752245508139745
166,3.4561822328903133,6.73510713776448
167,3.4561822328903133,6.792956692359562
168,3.4561822328903133,6.832698861382591
169,3.4561822328903133,7.004799681248368
170,3.4561822328903133,6.83929313119579
171,3.4561822328903133,6.611802252231161
172,3.4561822328903133,6.813423740008058
173,3.4561822328903133,6.8381104511941135
174,3.4561822328903133,6.764054996661052
175,3.4561822328903133,6.743402232500602
176,3.4561822328903133,6.887890217359481
177,3.4561822328903133,6.785174720257644
178,3.4561822328903133,6.722755887073672
179,3.4561822328903133,6.80105201789982
180,3.4561822328903133,6.904748708240038
181,3.4561822328903133,6.74048774258835
182,3.4561822328903133,6.792892765164981
183,3.4561822328903133,6.784248992753278
184,3.4561822328903133,6.563116992931749
185,3.4561822328903133,6.657156556207643
186,3.4561822328903133,6.9146534254202665
187,3.4561822328903133,6.75669594807595
188,3.4561822328903133,6.754351615391787
189,3.4561822328903133,6.848203266973843
190,3.4561822328903133,6.603645140310237
191,3.4561822328903133,6.792233384586549
192,3.4561822328903133,6.652790668429057
193,3.4561822328903133,6.845306027069106
194,3.4561822328903133,6.610658383216377
195,3.4561822328903133,6.625186421609177
196,3.4561822328903133,6.723001030712749
197,3.4561822328903133,6.767878479316676
198,3.4561822328903133,6.54523259776186
199,3.4561822328903133,6.627300439952648
