generation,best_fitness,avg_fitness
0,10.841835841391578,17.052959043554846
1,10.841835841391578,16.64402373102522
2,10.841835841391578,17.467154860313236
3,9.321745534389537,15.792545432218546
4,9.321745534389537,17.273595053601195
5,9.321745534389537,16.670024530639242
6,9.321745534389537,16.272512463448386
7,9.321745534389537,16.801238138908612
8,9.321745534389537,17.401985904872518
9,9.321745534389537,16.459445812497826
10,9.321745534389537,16.78183188214064
11,9.321745534389537,17.239822523806193
12,9.321745534389537,16.369936912700943
13,9.321745534389537,14.645292606093896
14,9.321745534389537,15.576035538051658
15,9.321745534389537,16.254119593597398
16,9.321745534389537,17.681951132522652
17,9.321745534389537,16.725059894851807
18,9.080590737960538,16.106613723158485
19,9.080590737960538,15.229217759662147
20,9.080590737960538,16.630825957181518
21,9.080590737960538,16.18325145563032
22,9.080590737960538,15.300454898498085
23,9.080590737960538,15.54504351225695
24,9.077619529333592,15.684234322780242
25,9.003196251737268,14.742572794561983
26,9.003196251737268,14.935425780298026
27,9.003196251737268,15.457191762345571
28,9.003196251737268,15.952538114401328
29,9.003196251737268,15.644735103070293
30,8.311034158420142,15.894214898779063
31,8.311034158420142,16.45951453118585
32,8.311034158420142,15.170089754923035
33,8.311034158420142,14.912850053116948
34,8.311034158420142,15.541337597062043
35,8.311034158420142,15.993146513425552
36,8.311034158420142,16.1856801225112
37,8.277931516499383,17.07627685384387
38,8.277931516499383,16.20566726456329
39,6.201306503016017,14.99191652278084
