generation,best_fitness,avg_fitness
0,4.902157680764811,7.033926773629007
1,4.902157680764811,7.0561150995696735
2,4.902157680764811,6.849417631948574
3,4.902157680764811,7.033003004122559
4,4.710178997355563,6.781363490063784
5,3.7968401875633884,7.0241224242741565
6,3.7968401875633884,6.908606685219935
7,3.7968401875633884,6.860855505392377
8,3.7968401875633884,7.013580733837556
9,3.7968401875633884,6.767838113282071
10,3.7968401875633884,6.779380454818538
11,3.7968401875633884,6.642642224163706
12,3.7968401875633884,6.868646853444841
13,3.7968401875633884,6.618132201067071
14,3.7968401875633884,6.79505201432372
15,3.7968401875633884,6.810405160441952
16,3.7968401875633884,6.796344909227855
17,3.7968401875633884,6.953486281139708
18,3.7968401875633884,6.959604658574652
19,3.7968401875633884,6.740153151133468
20,3.7968401875633884,6.5977531043774515
21,3.7968401875633884,6.619772780759521
22,3.7968401875633884,6.680542826171408
23,3.7968401875633884,6.892980447769705
24,3.7968401875633884,6.615658275494768
25,3.7968401875633884,6.703875298981936
26,3.7968401875633884,6.683713868588073
27,3.7968401875633884,6.707823712999869
28,3.7968401875633884,6.890206192686426
29,3.7968401875633884,6.53514165539315
30,3.7968401875633884,6.52913306350034
31,3.7968401875633884,6.855636490495902
32,3.7968401875633884,6.635011614333389
33,3.7968401875633884,6.802457861745356
34,3.7968401875633884,6.939519181928251
35,3.7968401875633884,6.65250573791919
36,3.7968401875633884,6.842898007043662
37,3.7968401875633884,6.6846796442269945
38,3.7968401875633884,6.606305858007813
39,3.7968401875633884,6.602698949774066
40,3.7968401875633884,6.811147730842463
41,3.476412132284373,6.600590220775979
42,3.476412132284373,6.753636423192324
43,3.476412132284373,6.822100772126033
44,3.476412132284373,6.7775168714026925
45,3.476412132284373,6.742272891725484
46,3.476412132284373,6.936697901787035
47,3.476412132284373,6.815919761651855
48,3.476412132284373,6.659390447312926
49,3.476412132284373,6.682358320880652
50,3.476412132284373,6.775364939233178
51,3.476412132284373,6.56377631454261
52,3.476412132284373,6.626969560004029
53,3.476412132284373,6.767628869101609
54,3.476412132284373,6.501822718353862
55,3.476412132284373,6.616506826013498
56,3.476412132284373,6.654783188199022
57,3.476412132284373,6.652042086347233
58,3.476412132284373,6.746371973706483
59,3.476412132284373,6.739868555031975
60,3.476412132284373,6.4619317642982494
61,3.476412132284373,6.765538686002897
62,3.476412132284373,6.571455930326698
63,3.476412132284373,6.6157412094388555
64,3.476412132284373,6.672288140957529
65,3.476412132284373,6.88435624536603
66,3.476412132284373,6.608754871452515
67,3.476412132284373,6.536789460827915
68,3.476412132284373,6.961874521656118
69,3.476412132284373,6.759267543484567
70,3.476412132284373,6.748741717622284
71,3.476412132284373,6.515785716307926
72,3.476412132284373,6.709133120877328
73,3.476412132284373,6.748365204693218
74,3.476412132284373,6.791990793904307
75,3.476412132284373,6.580847875388997
76,3.476412132284373,6.681660516747664
77,3.476412132284373,6.82227317064988
78,3.476412132284373,6.57646046293838
79,3.476412132284373,6.702270784798792
80,3.476412132284373,6.740827334030047
81,3.476412132284373,6.738309635574545
82,3.476412132284373,6.886410152602221
83,3.476412132284373,6.727720701526147
84,3.476412132284373,6.516256538025647
85,3.476412132284373,6.534558481187971
86,3.476412132284373,6.663741060988206
87,3.476412132284373,6.584968020802432
88,3.476412132284373,6.65243369330738
89,3.476412132284373,6.729920174864165
90,3.476412132284373,6.523872278095855
91,3.476412132284373,6.357837432276472
92,3.476412132284373,6.658902535830288
93,3.476412132284373,6.628172177721796
94,3.476412132284373,6.460693833355215
95,3.476412132284373,6.7393906489360775
96,3.476412132284373,6.558253937719593
97,3.476412132284373,6.924576404028645
98,3.476412132284373,6.575605137469162
99,3.476412132284373,6.731651604844767
100,3.476412132284373,6.918750160884498
101,3.476412132284373,6.932995351961368
102,3.476412132284373,6.576918213572384
103,3.476412132284373,6.647144709131233
104,3.476412132284373,6.704342994779115
105,3.476412132284373,6.5927440830514685
106,3.476412132284373,6.761530463708479
107,3.476412132284373,6.83259595008917
108,3.476412132284373,6.749961631887593
109,3.476412132284373,6.639982915958874
110,3.476412132284373,6.72622870457965
111,3.476412132284373,6.569647306869258
112,3.476412132284373,6.634381468325853
113,3.476412132284373,6.670012258552697
114,3.476412132284373,6.804087475593543
115,3.476412132284373,6.651163480928997
116,3.476412132284373,6.809324601511712
117,3.476412132284373,6.437047477371241
118,3.476412132284373,6.774168443982717
119,3.476412132284373,6.590191542969212
120,3.476412132284373,6.543381786112019
121,3.476412132284373,6.557752329541643
122,3.476412132284373,6.629001715732111
123,3.476412132284373,6.557217104072508
124,3.476412132284373,6.679610300468787
125,3.476412132284373,6.708693964030942
126,3.476412132284373,6.82451278150419
127,3.476412132284373,6.566211948865863
128,3.476412132284373,6.690259332788348
129,3.476412132284373,6.4830851436903565
130,3.476412132284373,6.846943573257945
131,3.476412132284373,6.623550021211207
132,3.476412132284373,6.564922613143838
133,3.476412132284373,6.718271376660751
134,3.476412132284373,6.637254762722997
135,3.476412132284373,6.81074158903538
136,3.476412132284373,6.703424711098735
137,3.476412132284373,6.7252368127722795
138,3.476412132284373,6.8661024005568905
139,3.476412132284373,6.551164829075324
140,3.476412132284373,6.730740406135394
141,3.476412132284373,6.951831013865587
142,3.476412132284373,6.610864374260549
143,3.476412132284373,6.803618814654332
144,3.476412132284373,6.5127699902431315
145,3.476412132284373,6.6615050599363705
146,3.476412132284373,6.466546934449667
147,3.476412132284373,6.737959958135275
148,3.476412132284373,6.761472468805871
149,3.476412132284373,6.751640076094377
150,3.476412132284373,6.883159078682358
151,3.476412132284373,6.734141323428153
152,3.476412132284373,6.670661824168584
153,3.476412132284373,6.5916393050725945
154,3.476412132284373,6.87201638955533
155,3.476412132284373,6.642815210798317
156,3.476412132284373,6.768632432301198
157,3.476412132284373,6.640121336599756
158,3.476412132284373,6.6515867829376365
159,3.476412132284373,6.638853683145444
160,3.476412132284373,6.619065563664396
161,3.476412132284373,6.733804829704561
162,3.476412132284373,6.609557359787759
163,3.476412132284373,6.75152052231066
164,3.476412132284373,6.79077109203703
165,3.476412132284373,6.805000415022801
166,3.476412132284373,6.725499420135406
167,3.476412132284373,6.698574885337344
168,3.476412132284373,6.812807075061097
169,3.476412132284373,6.7090088812643875
170,3.476412132284373,6.863657247695054
171,3.476412132284373,6.669376188844277
172,3.476412132284373,6.772196465745023
173,3.476412132284373,6.526283258409739
174,3.476412132284373,6.825647496409769
175,3.476412132284373,6.739882019078657
176,3.476412132284373,6.585899865355364
177,3.476412132284373,6.780283914643547
178,3.476412132284373,6.6597605974333485
179,3.476412132284373,6.68945228042076
180,3.476412132284373,6.534317437639287
181,3.476412132284373,6.563441406671959
182,3.476412132284373,6.413176374531571
183,3.476412132284373,6.6000808215165465
184,3.476412132284373,6.6478358952461045
185,3.476412132284373,6.702083049783158
186,3.476412132284373,6.609452406386697
187,3.476412132284373,6.822033319240738
188,3.476412132284373,6.859702943648028
189,3.476412132284373,6.6115036243317595
190,3.476412132284373,6.751808790860826
191,3.476412132284373,6.841692460831519
192,3.476412132284373,6.770373213632914
193,3.476412132284373,6.626951555605302
194,3.476412132284373,6.719344914439174
195,3.476412132284373,6.678537571164022
196,3.476412132284373,6.629000643539142
197,3.476412132284373,6.502245374817713
198,3.476412132284373,6.7663041826516395
199,3.476412132284373,6.668740362274739
