generation,best_fitness,avg_fitness
0,7.819176784392707,16.56740803440475
1,7.819176784392707,17.758029388477166
2,7.819176784392707,17.496481097044704
3,7.470628859358872,16.704172085925652
4,7.470628859358872,17.11194461330013
5,7.470628859358872,16.611346922910894
6,7.470628859358872,15.584311198789912
7,7.470628859358872,16.17505897660123
8,7.470628859358872,16.901653528200033
9,7.470628859358872,17.374365175885767
10,7.470628859358872,16.074438274462214
11,7.470628859358872,18.28205694316548
12,7.470628859358872,17.553911465595263
13,7.470628859358872,17.01265415695191
14,7.470628859358872,16.44977283503853
15,7.470628859358872,14.95513431575108
16,7.470628859358872,15.06559767778434
17,7.470628859358872,15.774841726039842
18,7.470628859358872,15.372127753323102
19,7.470628859358872,16.554652813024358
